0,1,2,3,4,5,6,7,8,9
0.023819559,0.611751174,-0.115824476,-1.857151788,-1.07539538,-4.286707037,-0.429227667,0.094029256,-0.939299512,10.66395748
-1.645601514,1.110628832,-1.096159659,4.939446258,0.362966926,-5.160771433,-1.450931218,1.507611604,-1.261873426,-0.416804499
-0.600646704,-1.274717968,-1.95602303,5.931899202,2.654841384,3.222182698,0.781874199,1.128522951,1.715266925,-13.49858761
0.444598436,2.507790223,0.61563826,-2.34472249,-1.234681476,-7.90426573,-0.491399531,0.127688347,-4.812789912,21.98501787
0.177430088,0.155173231,0.355274978,1.853583768,1.338394324,0.458004552,-0.203620656,-0.071426815,-0.548949871,-1.8487187
3.312903687,-2.005709219,0.536143562,-3.12331445,-1.367246247,12.53755072,2.13560256,-0.57928479,3.160508888,-21.086907
-1.994811648,-0.472557445,-0.292986745,0.651394051,0.400893292,-4.553349295,-0.194530379,0.497003011,-0.425579316,7.05391212
-0.844696388,1.008237629,-3.58126923,5.016999456,1.509251307,-5.779761616,0.563039976,1.136918979,-1.991255565,3.047028544
-0.767320667,0.354876293,-1.710294807,4.603427188,1.99392268,-2.70285982,-0.764076108,0.74282454,-0.79276282,-2.752064263
-0.008742939,-0.440848654,-1.802061458,1.752632131,1.297800848,4.735639441,0.838961047,0.985403965,2.449756243,-14.24180868
-2.13879636,1.901654609,-2.471660899,4.660491937,0.16110711,-10.43087535,-0.282697749,0.688466311,-2.196970047,9.108607057
-0.281293659,-1.562740987,1.252605184,-1.536689847,-0.199233881,8.347235242,0.575905283,-0.412569355,3.51554097,-16.8145474
-1.742922434,2.779107987,0.583831267,3.707984174,0.776720552,-7.969020226,-1.39975688,0.213447489,-2.790224516,6.648405161
0.107231094,-0.692870728,2.140165933,-3.129062654,-1.107831188,5.225523395,0.386322204,-0.568294648,2.371005783,-7.109840468
0.928018484,1.331013792,0.042850401,2.226890928,1.390956271,-3.561570759,-0.460760865,0.097196257,-2.135709023,6.585109975
3.280469002,-0.854379289,2.425432543,-3.685457499,-1.258096824,10.71481283,-0.173567151,-1.363405635,1.898127533,-13.45782884
1.769409929,0.908191313,0.955498398,-1.47303444,-0.03376633,-0.036500544,-1.212763935,-0.056493424,-1.721760072,5.514889824
-1.233316754,2.574022353,-0.626188184,2.939637134,0.512741213,-9.451120141,-0.652045561,0.918270898,-4.247372457,16.02096868
1.424739523,-3.605340648,0.175228398,-2.499727879,-0.589572674,12.95870498,1.942189227,0.244079406,4.684789733,-21.50706984
-1.722571707,2.633158098,-1.59018997,2.703010582,1.513245443,-14.48484445,-1.650921389,0.250018128,-5.844260716,28.2731935
0.518432303,1.030639039,0.701725479,1.755280556,-0.88687623,-3.575403787,-1.057438071,0.125689831,-2.788005382,5.81734223
1.495154891,0.934351848,0.787647217,-3.955230191,-1.0665573,-2.598299684,-0.752893478,-1.12490561,-1.551670583,11.83174719
2.906776926,0.970058961,2.688301563,-4.764929514,-1.920857957,2.042234499,-1.248311292,-1.497534292,-0.916447697,4.806840991
1.125998468,-0.821003301,0.792284932,-2.635173057,-1.281692009,3.88574866,1.438112475,-0.175214643,0.788554162,-3.397158133
1.777722419,-1.664777164,2.845593677,-0.248819471,0.190220263,10.43284939,0.350241744,-0.912381664,3.532157097,-21.30389059
5.18831535,-0.84907022,5.011777493,-7.344723175,-1.618377639,11.27778148,1.450216596,-2.737433251,1.671044322,-6.616270222
-2.826692855,-1.588720784,-3.26780133,4.291272126,0.967498726,-0.566919449,-0.474684664,2.058070339,2.2303331,-8.138797713
-1.400255139,0.721090982,-0.245246956,1.286910244,0.921946716,-2.155796598,0.640097095,0.064945587,0.664420482,0.506668259
3.31290568,-1.234683914,4.23798527,-2.978073295,0.075161279,8.653203937,0.504939938,-1.614336009,0.488963779,-7.380370647
-3.011587392,1.28099795,-1.950147834,0.41089646,-0.454604612,-7.950173552,-0.783526077,0.938574477,-0.512777019,10.87893272
-2.316329695,-2.39597366,-0.674858909,0.839396747,0.197067444,2.098362501,1.821878526,0.196379973,3.902846674,-9.27746349
-2.297653106,2.227934512,-1.512168881,-1.981014393,-1.219354877,-13.29440346,-0.839253406,0.264107211,-3.996035924,29.96694128
0.377444405,-1.413377657,2.458594429,-2.042266,-1.369346102,3.693184595,0.949908244,-0.640728603,1.502345145,-4.539645151
-1.629604998,0.692827594,1.219197015,-0.977680603,0.444031988,-3.645888358,-1.203386559,-0.603775057,0.57601417,5.87050974
0.818790409,-1.699322912,2.160321749,-3.62691091,-1.015966465,5.798582429,0.889105281,-0.890627456,2.682612944,-5.926401864
1.029661893,-2.641004758,0.3555086,0.515985002,-0.651444852,10.19833025,2.38697796,0.467459993,4.503373642,-23.07921512
0.538817814,-0.331386213,-0.278947124,1.06041584,0.00207253,1.03128162,0.500142249,0.309348321,0.190550661,-5.852444475
1.638954472,-0.845856974,0.739289657,1.668774552,1.202876298,6.362980908,0.0362758,0.006567068,2.222468457,-13.32147522
-0.302398113,1.867490821,-0.125511809,-1.555436976,-0.835632326,-5.101839529,-0.671770413,0.296886145,-1.447193183,11.98586892
0.84783726,0.834164871,-0.689171138,2.041900762,0.042739623,0.076074554,-1.43518933,0.550210395,-0.427017472,-3.080116834
2.078245717,1.27081853,2.057323079,-4.319825586,-1.18053598,4.734205464,-1.505313704,-0.896196767,1.220980251,-3.217407404
3.434379516,0.958615794,2.887086166,-3.765215439,-2.100803971,2.110568066,0.195691765,-1.587745212,-2.290107963,4.203441805
0.273186746,-2.928822928,0.13797618,-1.533766551,-0.200453902,12.17531225,2.358808534,-0.228139626,5.371011349,-25.84802712
0.011787901,-1.423840087,1.988882827,0.374930808,0.282995859,3.441734855,1.319229126,-0.646745277,2.346711056,-10.00918083
-2.09592484,-1.631251725,-0.802171535,1.27961714,0.906999752,1.920681924,1.180020193,0.506025763,3.562481356,-9.950527566
-0.12445141,-0.738274307,-0.20439364,-1.192262778,0.866730862,0.215235624,-0.463422303,-1.212280838,1.020554698,1.628595314
-0.682611894,0.812483182,-0.4902614,-1.623525737,0.226464382,-3.281656456,0.496333707,-0.306402941,-0.963559252,9.289135023
0.996842688,0.971486131,1.07943214,-0.194869963,0.972396442,-3.582202605,0.433599903,-0.120852415,-3.302270316,12.68368877
-1.816915749,1.031185002,-2.952961173,0.087703846,-0.472125958,-8.737266858,-1.213573548,0.933044813,-2.409307985,15.99475874
0.166874557,-0.764242901,-2.063250281,0.348977673,-0.373997355,0.922368214,1.409264464,0.803887042,0.232915502,-1.923595928
-2.835744088,0.362131119,-3.876574136,2.979112359,0.821414957,-5.623646124,-0.400587278,1.625478332,0.622761437,2.6905481
0.316036898,1.535245072,1.819922244,-1.803553954,-0.308541002,-3.118936327,0.308256896,-0.745346127,-2.942485013,11.55508528
-0.473024584,-2.724370065,-0.353229318,1.811617245,0.425772269,6.815844632,2.340638943,0.424536972,3.762500752,-19.46604565
-0.606001876,-1.34360313,-1.062491523,2.718251936,0.858108936,4.986543533,1.349571548,0.077173938,2.722142271,-15.99614586
0.524362901,3.117992895,0.496241636,-1.088644179,0.270637722,-11.23143803,-1.188832125,-1.079579267,-4.991416825,27.82845715
1.438571001,-0.871025879,3.123772499,0.641454146,1.231420677,2.751436819,-0.229439311,-1.136831671,0.807678492,-4.745976068
-0.01600552,-1.730852576,-2.295966885,4.676000294,1.622426679,9.013218209,1.977873081,0.703972253,5.025224742,-29.95989565
2.285228439,2.356867926,1.555083004,-2.518374219,-0.657950875,-1.506949404,-1.293599172,-1.11738139,-3.065686679,9.620756753
-2.63913212,4.064424222,-1.873347112,-1.221887658,0.077029409,-16.1467692,-1.643250812,0.069229963,-5.266108599,33.28762815
1.419150749,-0.776879974,-1.117868411,5.532280494,1.03036741,8.500822681,0.42009568,1.525054175,2.291267349,-27.55767752
-0.968915826,-1.107916846,-0.494522439,-1.811756913,-0.312908449,2.719333187,-0.226184068,-0.49263262,3.089858733,-6.098355822
-0.015465281,0.310390559,0.650403889,-0.189575789,0.215279305,-1.935996427,1.169043527,0.124980002,-1.114938238,2.87132178
0.616847529,-0.292299744,-1.259258141,-0.780518591,-0.217243728,1.272966162,1.288329202,0.484748333,-0.941926159,0.290674856
-1.861482555,-0.135403101,-2.610819717,2.164463595,0.827013252,-0.838193119,0.762140217,-0.055827922,2.011145072,-4.489547791
-2.354843132,2.394206335,-2.295485663,-1.610484757,-1.827686253,-15.49674361,-0.109441335,0.78696337,-5.27957569,34.10960111
2.892741601,0.216975187,4.376361266,-5.832980685,-0.896584922,6.936506326,-0.033970472,-2.045465333,0.813815579,-2.39700335
-0.230792605,-1.748453432,-1.0063335,0.570042998,0.66433898,3.029175722,0.173684783,0.450411914,2.672132614,-9.22742801
1.076655242,-0.727913049,-0.328408468,-0.908829169,-0.923105926,4.638978191,0.031910742,-0.085671757,1.284256543,-8.96324912
-1.773503883,-1.601212751,-1.435417076,4.509740878,1.500809897,2.749570045,0.755411611,1.071764837,2.769394939,-16.31537933
-2.869443241,2.094306603,-0.925884994,-0.895391556,-0.659241366,-11.05550258,-1.629079959,0.552046224,-2.082142389,20.8202011
-1.0254389,2.88976207,-2.152554699,1.891732006,0.318762756,-9.668692717,-1.12096249,0.993385579,-3.878779665,16.74274331
0.58438152,0.635729349,0.873811931,0.803475569,0.041155367,0.116317603,-0.497346768,-0.107336573,-0.24924955,-1.845780328
-4.757906267,-0.314046746,-5.43879389,8.788062029,2.72155241,-7.697828589,0.004330975,2.442491699,0.774480815,-2.651796138
0.9944133,3.985402435,-1.486471389,5.543835231,0.735103385,-7.267401916,-2.169872707,1.072527455,-4.469866611,8.439038147
1.421313058,-0.897498137,0.71978211,-1.230316403,-0.695729369,5.049977468,0.222079885,-0.243917051,1.502376214,-9.058435928
-2.543921688,-0.640821665,-1.313150752,-0.802967989,-0.759924996,-5.839522623,0.250635039,0.547931375,0.117372283,11.47737247
-1.454996014,2.506759089,-2.220085688,2.783695197,1.060738642,-8.752677291,-1.761592307,0.842355837,-2.809262153,11.11658519
-0.8237174,-2.232301626,0.789620308,3.475625968,1.107401985,5.037090775,-0.018295838,0.624071661,2.674703915,-16.44709445
4.205210491,1.034401053,3.6661655,-4.75145671,0.459614903,0.655157904,0.080602591,-1.849862115,-3.091020111,14.81024917
3.406509274,0.533585137,3.797861699,-8.246616027,-2.060809621,3.49805625,-1.009357473,-2.968125705,0.015717541,8.437933739
-0.288397183,1.876870954,0.11272685,-0.599079664,-0.369500027,-4.209222369,-0.271116599,0.194891765,-3.053068649,11.24243235
-1.456344287,-2.12522754,-0.592815654,5.1153448,1.578289332,3.780865247,1.169443979,1.198288545,2.612599114,-16.32432576
0.311442966,-0.961554315,-0.856908341,-0.675726278,-0.940218693,4.838554503,0.428669578,-0.101224008,1.538891425,-10.929713
2.724932688,2.862926208,3.122372723,-6.093418243,-2.061335882,-5.347784075,-0.589776386,-1.757036694,-5.292590479,24.04767695
1.03197447,0.812267365,0.853794415,-1.381281428,0.089837111,-0.194487792,-0.513290602,-0.90867383,-0.213194641,2.41263744
-0.144686057,0.996117722,0.122553054,-1.516722838,0.300614456,-3.085943993,-0.686028527,-0.741718512,-0.54468316,9.748605574
-1.824459794,-2.576476823,-1.576801789,0.951015803,-0.299744405,1.404544943,1.895925072,0.638658706,1.960423968,-5.321691479
1.048508081,1.277899545,0.303028766,0.438135825,0.342013864,-1.232255255,0.254373784,0.222555665,-0.794689555,1.573563729
0.095770794,1.12818905,1.055214693,2.18215668,1.020385953,-3.219395426,-1.182696833,0.285560446,-1.661986869,2.41974884
-0.958121467,0.6673413,1.266800997,-0.973848726,-0.901447342,-0.767582693,-0.193591198,-0.225172736,0.464908268,-0.526146547
-3.849999034,-0.780755351,-2.411870844,2.930279404,0.364299575,-4.303486741,0.112801927,1.754317017,1.067462729,1.224361325
2.463303743,1.149557207,1.293327174,-0.38664947,0.55009358,3.669631781,-0.9592605,-0.266619703,-0.141084769,-2.290367925
-0.571671702,0.520183486,-1.081334814,-1.030880211,-0.668584385,-1.031144924,0.492268493,-0.107340827,1.344289348,0.351256581
0.415119094,-0.640729121,3.210920569,-8.164435614,-2.344130923,4.922495289,0.503427032,-1.924908788,2.040595329,2.205824985
-0.411503062,-1.291378019,-0.246628982,-0.34298264,-0.614425774,2.041578226,0.634930437,0.011372701,1.765335557,-4.745331917
-0.193734797,1.715723217,0.550584526,-2.137945939,-0.529489178,-7.156937824,-1.183906236,-1.268803877,-2.972277011,17.92601098
1.007104689,-0.486241694,-0.79498029,2.768655818,1.495716268,3.72226338,-0.410264635,0.153522494,1.509222956,-10.87736836
-1.968046995,-0.805794642,-2.432262786,0.510632862,0.572657818,0.218907719,0.0725247,0.109390361,2.014516762,-4.026979999
0.522123258,2.349024666,-0.875330103,1.246729117,0.496509308,-8.111538853,-1.285300807,0.716879063,-3.943957111,16.83316728
2.673706706,1.557050887,2.512928374,-2.107297515,-1.012087535,-2.409233348,-2.183737338,-0.844355967,-3.44264159,13.53866409
0.139245805,3.019323731,-1.008287853,-1.199893483,-1.338439325,-4.213943146,-0.813348444,0.426002161,-2.560682889,9.492339907
3.623239147,-1.892812292,3.048384166,-5.096919773,-1.325571142,14.84185437,0.909667631,-1.606891627,3.569982334,-20.82896646
0.449564158,0.987929616,-0.417163548,-2.407863661,-1.058403725,-0.587589646,-0.535654876,-0.329015758,-0.133672602,4.371807567
1.046755525,0.874279854,0.340796694,-4.23715075,-2.352523571,-5.870600646,-0.064526722,-0.945463599,-3.196123898,20.75218624
0.924097031,2.52125516,0.431250753,1.24432461,0.845206963,-9.018080754,-1.190452224,0.011681729,-4.940101738,20.59112427
1.182550553,-0.40280281,0.830679318,-1.215564739,-0.262120956,4.468638072,-0.045221545,-0.850992331,1.963392349,-6.084800468
-0.806801975,1.508864638,-0.655205418,-0.908521118,0.683219665,-11.52704681,0.433943141,-0.414665931,-5.139793283,30.66676246
-2.975121687,-0.73505167,-3.222035343,5.528848802,1.545400422,-5.082930126,0.464782031,1.873779101,-0.049921731,-1.604831196
-2.239970437,0.384399517,-2.471055188,2.254438344,0.950832405,-7.521133145,-0.074936152,1.115033739,-1.293743107,11.07652765
-0.13538987,0.379995242,0.541550343,-0.416415616,0.443149729,0.650245814,-0.596948311,-0.489492725,-0.762990846,0.094131261
-1.358562569,0.069333924,0.741711919,-1.610662091,-1.305782449,-2.494846183,-0.568157607,-0.123653671,0.110123333,5.839038384
2.704979987,-0.801480262,0.111907619,-0.067130828,1.095190739,4.108709399,0.001925104,-0.500677242,0.282796461,-4.692464952
-2.57554346,-1.69272585,-3.704280404,4.695617909,0.00176931,-1.719499851,1.281684787,1.690617423,2.245422112,-8.516492008
0.187811665,-1.256718701,0.273230169,-2.267030032,-0.679270363,3.167898435,-0.253742255,-0.297462353,1.741493456,-4.892369336
-2.243066643,2.661259244,-1.248536187,0.74238434,0.262814211,-13.68674103,-1.047057801,-0.252599796,-3.37329274,26.9628341
-1.811579987,1.748434302,0.171743689,2.18907836,0.750268159,-6.738502814,-0.848474453,0.464855128,-2.569765684,10.85192271
1.655806724,-4.613816834,-0.045438929,1.034400892,0.235821968,15.23706058,1.961512341,0.518478142,6.25671278,-32.07599988
-0.315437797,-1.587850622,-2.465445635,3.017045729,-0.25098758,4.397394114,0.821029132,1.05399392,3.15341312,-16.41121519
-3.607936171,-1.805322672,-3.450407977,3.95154287,1.099782122,1.164453826,1.193117329,1.625377734,4.313117236,-15.11990664
-0.569978661,0.064064846,-0.8553079,2.32843974,0.961439846,0.624040877,0.302324455,0.934444469,0.728112138,-5.691787714
-0.992873306,-0.72853321,-2.857902889,4.276099193,0.376464246,2.616784037,1.000895962,1.613529478,0.982166975,-13.79346243
-3.440357502,-0.476137759,-3.061941119,3.930698152,-0.194465835,-6.088369734,-0.604061221,1.842625184,0.364662144,-0.147992135
0.749059798,-1.878172507,0.605718543,-1.458260354,-0.195900592,8.370530453,1.588922984,0.3936476,1.705571265,-13.17461722
-2.694455214,2.432750379,-0.543342407,0.370955037,0.229266324,-14.41376501,-1.181140971,-0.119272188,-4.284205361,26.91653255
0.660598659,1.088469696,0.364169925,-0.864418785,-0.560218821,0.017988249,-0.871382855,-0.007778061,-0.84797172,1.163609291
0.598106383,0.002996429,1.282404091,-0.315261349,-0.87472058,3.184616767,0.032078684,0.033557662,0.7194954,-6.606844812
-3.243739775,-1.703118767,-4.582199449,3.697246123,1.909745239,-1.41847647,-0.16381108,1.755032659,1.718276452,-3.613172628
1.023477013,-4.499354241,0.191181464,3.618680386,1.440484843,17.94662826,2.177515185,0.876355868,7.002410544,-44.94340405
2.131384287,0.394307513,0.40420641,-1.453825515,-1.149805174,2.462964704,-0.243309255,-0.302785865,-0.381292421,-2.713572885
-0.791042027,-1.085396465,0.373027131,-0.534960668,0.145250618,4.074377159,0.350992396,0.100600727,2.6261631,-9.903187985
-0.512421905,0.327799495,-0.593297919,3.608551705,1.436287332,-1.26513389,0.964770015,0.965345253,-1.250840548,-1.828510869
-0.038496204,0.245635698,0.084631188,4.824769691,1.661892832,-1.933047307,-0.90737913,1.124289105,-1.413328113,-2.015245429
1.554239424,0.139301083,1.191695053,-2.64173114,-0.289696718,3.791585,-0.494123814,-0.866426648,0.657484576,-2.431797201
0.445183781,-0.979880908,-0.189334374,-1.689825416,-1.544605074,1.436885961,0.346857428,0.23941407,0.564972624,-1.393730392
-0.624053493,2.089712596,-0.723523008,2.474324413,1.016963448,-6.201858777,-1.540018354,0.925322668,-3.066906353,8.394612862
2.739609839,0.394983142,1.807718702,0.357327969,0.346433525,4.882190686,0.237625246,-0.734708832,0.521516955,-7.646616114
-1.679526859,2.624554519,0.37892765,1.198566492,0.889771427,-11.79069428,-1.690979212,0.027029055,-4.722757147,23.70349427
-1.15366898,-0.337474414,-0.080176789,2.26732616,0.297547907,1.52113194,-0.688609187,0.994954321,1.117787067,-8.994366048
-0.163387685,1.782954362,-0.341903669,-1.060412993,-0.690831094,-6.791311541,-0.827719821,-0.410501642,-2.935328265,15.48439596
-1.783315485,1.206660413,-0.655862238,-3.637080841,-1.517492643,-11.07971005,-0.050436542,0.209720577,-3.672559588,27.60467535
-2.671228648,0.13798994,-2.414462019,5.167514215,1.758253699,-8.75891804,-0.471508424,1.098851154,-1.636869285,8.623428787
-0.277663187,0.747208518,-1.636349084,-1.566078531,-1.041374758,-3.29336305,-0.507399733,0.375076196,-0.961080581,8.202659733
-0.920938283,-1.375120211,-0.420395987,2.023160769,0.352899491,4.977980219,0.037448579,0.512693163,4.183177998,-19.69944917
-2.215098127,-1.739783326,-2.659451307,5.371594318,1.467393811,2.189555039,1.196341664,1.825132535,2.662441752,-14.6349326
-3.000136653,-0.520524658,-1.62731401,1.478780192,-0.464993951,-4.798940076,0.224968117,0.41369892,0.21692558,2.583475457
-1.286807947,-1.458779309,-1.223239095,-0.505150897,-0.690144273,2.217259504,0.990627172,0.609093619,2.328468534,-6.621131994
0.404313338,1.150701655,-2.391120139,4.670965803,1.661357667,-2.763449881,0.540930671,1.899682985,-2.307469791,1.498351775
-1.451796059,0.839893599,-1.914697506,3.822073821,1.425327745,-7.146810642,-0.091678276,1.007250642,-2.234991104,9.147789131
-1.127271794,-1.221594339,-1.621203063,2.60034142,0.426690394,1.68366006,-0.160040735,0.999082451,1.261945488,-8.108279776
-0.765099089,0.027796446,-0.285160986,-0.467803232,-0.614905272,-2.333999878,-0.375589153,-0.026429412,0.485330909,5.072800284
-2.526403534,-1.215009372,-4.065611765,3.234319941,0.670744532,0.166118807,0.317535608,1.039257531,2.885727843,-10.8480854
-2.124093382,1.27744109,-1.786552204,4.712843133,1.077206715,-8.542167913,0.265998887,1.793941781,-2.421302867,8.682497907
-1.393974712,-0.181805534,-0.337465259,0.819587948,0.137623351,-0.62773234,0.795294601,0.007813537,0.354333149,-0.743810404
-2.264885467,-0.660223512,-3.416786779,2.526171968,-0.619274458,-2.300711504,-0.055963963,1.430979312,1.127790339,-2.846084851
1.942557137,-1.163216156,0.533768312,0.683485181,1.58709994,5.134365821,1.735493256,-0.442496663,0.117554567,-5.473050706
-0.721195869,-1.592450207,-1.423632026,-2.036359122,-0.984446252,3.668637931,0.452720586,0.320713937,2.373945235,-3.361145473
-1.072411439,-0.531067144,-0.999355799,-2.37323607,-1.730067482,3.064982719,1.172439517,0.575340499,3.12206798,-7.134034993
1.057632439,-0.302718754,-0.106890789,-2.100126973,-0.972355698,-2.317383046,-0.585275809,-0.455914939,-1.620097799,10.68758014
-0.333635588,1.15325387,1.281743772,0.320908711,1.228996154,-2.059431699,-0.510405656,-0.155966257,-0.496726525,3.19849623
3.776372082,1.386031125,3.923415445,-3.365584974,-1.122206928,5.313137617,-1.271569046,-1.934137593,-1.022872192,-3.386028915
-0.193738588,2.715054003,1.228928209,-1.71097554,0.382126865,-7.135938241,-1.407977861,-0.9357318,-2.646488053,18.06977796
-0.802403631,0.69450417,-0.449415083,1.124052472,0.337150895,-4.802163435,-0.557664697,0.394346546,-1.067698208,7.68197605
