alarm_id,device_id,start_timestamp,end_timestamp
39,0,89812,89837
39,0,489913,489941
41,0,332373,332393
41,0,458445,458459
3,0,419457,419490
55,0,70357,70384
25,0,236651,236695
25,0,812,847
50,0,843,874
24,0,77596,77621
50,0,77620,77652
25,0,362191,362233
48,0,588677,588705
5,0,236495,236530
24,0,419810,419839
34,0,419843,419874
5,0,576531,576565
28,0,295556,295591
19,0,90128,90170
25,0,92050,92081
55,0,581010,581036
48,0,86794,86819
41,0,526087,526120
6,0,414764,414796
45,0,436619,436647
27,0,441736,441764
6,0,577663,577697
52,0,604509,604540
48,0,536554,536585
48,0,89825,89852
43,0,834,867
33,0,362228,362266
56,0,362200,362215
48,0,13593,13617
41,0,114697,114720
27,0,474484,474509
55,0,519760,519790
39,0,533179,533205
6,0,551524,551561
39,0,174680,174702
41,0,558891,558906
8,0,29053,29080
8,0,29102,29130
41,0,29051,29072
23,0,174166,174199
23,0,581466,581494
41,0,76058,76075
41,0,76133,76151
23,0,509810,509843
23,0,156695,156732
23,0,432023,432048
56,0,358153,358174
33,0,530862,530904
8,0,539092,539115
56,0,199267,199300
48,0,43810,43839
41,0,571524,571550
48,0,51254,51284
56,0,337594,337612
22,0,84743,84770
39,0,84749,84775
6,0,120833,120861
41,0,40377,40397
41,0,112756,112787
39,0,21578,21607
56,0,440029,440046
6,0,567312,567342
55,0,603735,603759
41,0,217158,217182
6,0,162745,162779
41,0,107355,107383
55,0,448463,448490
33,0,154875,154914
56,0,549154,549191
55,0,20826,20846
3,0,263417,263433
55,0,455236,455258
41,0,22482,22517
56,0,547016,547058
32,0,194067,194105
32,0,473245,473282
6,0,546249,546282
50,0,467677,467707
48,0,415341,415369
23,0,160308,160345
6,0,372973,373007
43,0,199253,199289
25,0,105872,105909
50,0,41137,41168
33,0,91509,91547
48,0,483897,483923
56,0,201814,201831
55,0,499712,499730
6,0,245748,245780
24,0,151626,151642
23,0,495764,495794
50,0,185680,185710
17,0,532560,532589
34,0,352649,352686
56,0,455839,455870
55,0,90080,90100
43,0,69163,69185
56,0,69171,69212
39,0,496911,496942
6,0,306847,306877
56,0,458116,458152
41,0,144408,144437
52,0,21497,21524
41,0,586099,586123
41,0,530940,530964
6,0,457852,457885
32,0,54046,54076
23,0,573527,573559
48,0,177717,177745
41,0,380222,380252
25,0,501002,501046
23,0,335385,335410
25,0,346084,346114
6,0,280735,280761
45,0,340270,340307
41,0,90134,90168
6,0,61589,61628
55,0,440017,440041
56,0,213671,213693
25,0,470138,470161
33,0,517228,517270
19,0,310006,310043
56,0,470015,470035
56,0,355173,355210
56,0,7605,7634
55,0,239373,239400
56,0,250566,250597
48,0,533185,533213
56,0,51267,51297
6,0,263420,263446
48,0,532584,532615
33,0,501013,501050
56,0,470151,470167
8,0,241835,241855
41,0,342370,342386
8,0,140478,140496
41,0,306582,306595
23,0,236668,236702
23,0,77668,77705
41,0,77668,77696
39,0,419977,419997
56,0,585169,585205
23,0,395087,395113
23,0,395134,395170
56,0,287097,287142
8,0,142231,142248
33,0,532899,532930
8,0,578507,578533
39,0,430964,430993
41,0,501612,501636
55,0,3120,3141
55,0,596028,596047
55,0,169378,169404
55,0,567704,567723
55,0,533591,533614
19,0,547083,547118
55,0,199273,199301
43,0,295580,295615
56,0,329427,329454
6,0,56605,56630
56,0,132643,132661
55,0,164330,164362
56,0,215924,215950
41,0,322107,322138
23,0,162215,162250
56,0,564501,564546
25,0,450532,450575
23,0,241782,241819
56,0,420102,420119
39,0,330809,330841
23,0,111057,111082
23,0,59049,59080
39,0,59072,59103
39,0,489437,489466
55,0,6782,6809
23,0,77612,77642
52,0,454401,454432
33,0,420114,420152
55,0,525788,525816
55,0,139593,139624
56,0,67318,67357
55,0,501050,501073
56,0,77700,77736
41,0,41293,41320
41,0,41292,41305
48,0,169807,169833
41,0,67635,67649
39,0,96322,96353
55,0,346099,346125
50,0,244631,244662
56,0,220328,220367
55,0,105878,105906
48,0,397222,397251
45,0,498704,498739
23,0,547084,547109
52,0,466355,466388
56,0,303809,303825
56,0,407688,407713
48,0,236804,236831
41,0,285744,285766
41,0,77702,77715
8,0,349717,349736
41,0,588251,588265
56,0,60285,60325
55,0,450565,450585
56,0,101489,101522
48,0,514640,514669
56,0,71245,71288
0,1,116820,116916
3,1,121406,121478
3,1,228321,228376
4,1,121902,121949
4,1,204767,204870
4,1,436272,436322
4,1,594941,595030
6,1,74997,75085
6,1,100597,100694
6,1,435825,435914
6,1,462920,462991
6,1,465374,465476
6,1,516957,517022
10,1,6669,6753
10,1,226784,226892
10,1,392601,392701
10,1,457742,457825
12,1,459917,460001
12,1,464445,464550
13,1,149794,149898
13,1,486052,486112
13,1,497754,497827
13,1,533790,533907
14,1,51975,52000
14,1,74563,74572
14,1,198204,198252
14,1,543016,543138
15,1,88207,88280
15,1,179895,179959
16,1,63188,63266
16,1,243228,243306
16,1,273116,273166
16,1,354633,354735
17,1,248455,248539
17,1,505466,505531
17,1,591325,591412
19,1,39683,39746
19,1,338013,338047
19,1,441593,441673
19,1,554922,554964
20,1,431603,431680
20,1,533962,534040
21,1,300914,300999
21,1,443377,443481
21,1,501108,501192
24,1,13307,13370
24,1,95089,95147
24,1,273541,273549
24,1,420562,420646
25,1,544129,544197
26,1,357,449
26,1,153923,154005
26,1,183665,183749
26,1,206243,206332
26,1,209497,209595
26,1,242737,242812
26,1,583885,583990
28,1,219541,219563
36,1,102147,102238
36,1,212573,212630
36,1,398447,398505
36,1,500049,500128
43,1,437941,438046
43,1,450150,450227
43,1,461161,461268
43,1,560722,560811
46,1,40165,40234
47,1,28680,28746
47,1,269069,269132
49,1,140704,140788
49,1,210274,210376
49,1,336604,336686
49,1,378927,379001
49,1,384450,384555
52,1,86616,86666
52,1,100466,100518
52,1,487118,487183
53,1,1900,2019
53,1,21805,21860
53,1,230329,230428
55,1,17794,17909
55,1,72268,72377
55,1,119020,119116
55,1,171808,171891
55,1,295106,295172
55,1,483811,483887
56,1,53176,53260
56,1,89616,89742
56,1,90040,90160
56,1,212925,213037
56,1,311012,311098
56,1,366739,366846
57,1,94096,94182
57,1,188952,189098
57,1,191500,191583
57,1,570435,570515
58,1,41668,41723
58,1,268792,268894
58,1,584397,584489
24,1,121440,121543
28,1,6724,6796
28,1,226866,226951
19,1,543018,543104
58,1,248483,248536
6,1,39690,39796
55,1,300947,301042
21,1,95143,95232
53,1,183745,183834
16,1,206304,206377
53,1,206283,206415
13,1,242757,242816
16,1,583969,584122
25,1,191523,191603
6,1,175318,175384
6,1,401251,401349
17,1,401237,401301
3,1,61830,61925
19,1,97629,97692
6,1,33712,33799
55,1,132815,132895
55,1,232819,232888
55,1,310387,310480
19,1,28515,28600
4,1,449741,449808
13,1,449752,449861
12,1,387832,387922
13,1,411280,411390
56,1,464416,464539
47,1,261420,261498
25,1,316150,316205
17,1,520200,520324
3,1,289449,289528
46,1,130168,130233
3,1,151308,151404
46,1,370845,370927
6,1,101093,101169
21,1,546921,546998
25,1,118919,118989
47,1,90314,90353
25,1,395700,395745
47,1,395696,395750
52,1,473482,473557
6,1,119716,119803
28,1,178877,178936
19,1,169056,169121
19,1,499033,499071
24,1,206642,206723
14,1,476195,476300
24,1,476201,476249
56,1,476234,476348
14,1,483756,483860
56,1,483753,483846
13,1,139048,139160
16,1,138974,139105
12,1,183134,183191
56,1,75085,75185
6,1,274467,274555
17,1,340931,341011
3,1,344684,344794
17,1,398539,398657
19,1,538877,538926
56,1,592702,592837
24,1,119411,119538
55,1,310790,310890
21,1,314484,314573
4,1,129417,129491
19,1,129422,129497
4,1,493009,493117
6,1,481532,481616
36,1,226918,226967
55,1,183830,183908
55,1,206351,206417
58,1,401252,401297
19,1,483837,483911
46,1,483784,483884
24,1,344787,344858
12,1,398607,398682
55,1,314546,314622
56,1,261410,261513
56,1,591385,591461
13,1,269109,269192
56,1,398596,398672
28,1,422879,422979
13,1,514598,514692
13,1,584230,584359
21,1,345346,345439
6,1,21115,21173
24,1,21083,21179
24,1,587657,587736
6,1,49682,49738
6,1,372909,372982
43,1,291139,291202
55,1,171669,171760
56,1,374115,374166
13,1,59830,59906
6,1,131389,131472
21,1,451342,451420
55,1,357837,357903
19,1,88267,88361
56,1,226927,227040
56,1,592434,592501
6,1,402018,402108
13,1,596016,596091
56,1,452751,452876
13,1,194255,194367
55,1,250595,250688
13,1,16004,16107
28,1,340426,340484
13,1,414075,414146
13,1,104877,104962
6,1,528256,528323
56,1,418084,418197
56,1,300965,301063
12,1,242784,242920
56,1,226913,227033
6,1,472607,472702
6,1,428340,428423
21,1,464578,464718
24,1,430187,430287
24,1,558769,558871
43,1,76188,76276
55,1,313128,313222
13,1,381191,381292
13,1,275263,275372
56,1,41479,41570
6,1,498685,498747
55,1,359856,359948
56,1,600392,600508
56,1,68996,69093
13,1,119429,119509
56,1,337846,337953
43,1,6746,6866
13,1,226955,227065
56,1,226943,227055
24,1,571555,571627
56,1,540436,540536
55,1,395778,395866
24,1,424718,424835
13,1,88125,88172
6,1,89053,89154
43,1,56087,56174
56,1,11248,11346
13,1,336213,336321
56,1,384542,384631
56,1,221221,221349
21,1,463810,463890
56,1,532483,532567
56,1,566246,566331
12,1,436607,436718
21,1,400865,400935
21,1,326512,326588
6,1,162308,162398
56,1,69021,69147
56,1,358112,358193
43,1,469869,469981
58,1,158367,158406
56,1,602534,602629
56,1,167761,167860
52,1,188125,188204
13,1,466358,466479
56,1,504511,504624
1,2,51029,51122
1,2,94990,95059
1,2,283998,284061
1,2,319132,319244
1,2,362711,362818
1,2,487086,487140
2,2,7282,7395
2,2,74505,74589
2,2,151160,151257
2,2,275476,275579
2,2,357355,357435
2,2,464251,464358
2,2,541595,541685
3,2,241658,241728
3,2,330057,330154
3,2,578355,578451
4,2,43306,43419
4,2,58683,58783
4,2,105775,105863
4,2,233064,233177
4,2,462049,462139
4,2,532565,532661
4,2,584764,584846
5,2,73184,73252
5,2,73689,73743
5,2,127331,127402
5,2,311104,311208
5,2,481028,481105
6,2,27862,27983
6,2,123282,123360
6,2,330650,330689
6,2,354316,354395
6,2,374163,374241
6,2,480334,480385
6,2,565522,565539
7,2,13471,13561
7,2,17498,17592
7,2,77431,77530
7,2,121465,121546
7,2,151847,151928
7,2,342257,342341
7,2,446299,446393
7,2,511847,511947
12,2,4309,4373
12,2,69944,70015
12,2,70549,70676
12,2,89131,89183
12,2,167518,167567
12,2,254458,254530
12,2,354603,354680
12,2,402208,402328
12,2,457346,457444
12,2,530110,530191
12,2,587806,587895
13,2,91977,92039
13,2,244475,244526
13,2,467084,467171
13,2,560315,560397
13,2,589103,589200
16,2,30426,30469
16,2,37489,37540
16,2,42237,42300
16,2,114068,114147
16,2,139166,139249
16,2,206611,206703
16,2,290968,291046
16,2,292411,292460
16,2,420838,420915
16,2,495688,495813
18,2,121213,121313
18,2,121620,121703
18,2,191514,191570
18,2,436567,436674
21,2,335006,335078
21,2,401495,401567
23,2,15923,16033
23,2,51873,51954
23,2,97737,97831
23,2,159771,159840
23,2,169476,169558
23,2,174177,174288
23,2,203351,203442
23,2,209820,209891
23,2,292508,292605
23,2,331809,331929
23,2,530776,530884
23,2,602346,602441
24,2,19175,19268
24,2,25568,25596
24,2,386967,387052
24,2,409482,409546
24,2,479277,479306
24,2,587309,587378
25,2,114655,114755
25,2,261979,262048
25,2,271317,271357
25,2,390381,390456
25,2,551015,551062
25,2,558430,558489
26,2,155433,155564
26,2,189684,189788
26,2,306418,306518
26,2,386380,386519
26,2,434757,434846
26,2,441715,441813
26,2,474330,474473
26,2,519647,519785
26,2,533127,533227
26,2,551427,551566
26,2,565458,565570
26,2,577593,577685
26,2,586029,586174
27,2,174667,174730
31,2,341041,341119
31,2,422591,422645
31,2,539979,540054
35,2,20622,20679
35,2,79498,79593
35,2,190032,190207
35,2,409320,409405
35,2,418218,418250
35,2,558856,558906
35,2,580389,580490
37,2,61490,61612
37,2,200316,200353
39,2,284890,284991
39,2,371007,371094
39,2,392939,393031
39,2,464261,464343
43,2,154456,154546
43,2,195979,196039
43,2,228709,228760
43,2,297531,297621
43,2,477489,477561
43,2,570108,570195
46,2,59703,59785
46,2,61978,62075
46,2,141577,141687
46,2,187740,187828
46,2,242459,242567
46,2,395103,395183
46,2,454518,454606
46,2,486430,486523
46,2,493075,493175
46,2,540995,541092
51,2,206609,206659
51,2,216255,216318
51,2,307442,307474
51,2,356084,356154
51,2,387648,387687
51,2,434739,434832
51,2,478838,478892
51,2,538457,538551
51,2,562195,562265
52,2,51063,51130
52,2,191103,191184
52,2,273164,273207
52,2,281302,281365
52,2,487711,487767
52,2,534094,534186
53,2,7843,7940
53,2,98255,98375
53,2,364102,364159
53,2,486162,486234
53,2,569940,569984
54,2,2532,2640
54,2,130614,130737
54,2,290629,290729
54,2,395138,395194
54,2,406751,406801
54,2,458279,458378
56,2,11047,11099
56,2,299771,299823
56,2,476023,476093
56,2,510145,510257
56,2,520341,520456
58,2,99556,99597
58,2,259360,259432
58,2,276105,276182
58,2,483959,484005
58,2,502711,502772
58,2,537755,537818
13,2,95031,95120
13,2,487087,487194
27,2,464261,464353
56,2,464291,464337
24,2,241688,241782
23,2,330127,330232
24,2,330148,330222
6,2,43347,43404
6,2,532589,532696
6,2,584807,584914
52,2,127379,127463
35,2,13553,13618
23,2,121524,121634
35,2,151854,151907
35,2,342286,342378
23,2,4320,4424
23,2,69956,70063
23,2,89171,89245
39,2,402311,402375
23,2,457385,457480
39,2,114069,114156
39,2,139197,139284
1,2,121300,121383
23,2,401521,401628
13,2,114683,114775
56,2,390391,390451
35,2,155478,155506
4,2,189773,189883
27,2,189750,189830
35,2,189741,189826
4,2,306506,306594
13,2,306442,306516
16,2,306517,306600
53,2,306435,306471
53,2,386426,386543
35,2,434815,434927
4,2,441758,441878
13,2,441760,441854
13,2,474390,474492
53,2,474356,474418
53,2,474472,474545
4,2,519746,519856
27,2,519724,519761
53,2,519669,519788
16,2,533135,533205
27,2,533133,533231
4,2,551495,551595
27,2,551473,551581
13,2,586133,586224
53,2,586109,586157
12,2,174668,174720
13,2,558862,558919
13,2,580453,580540
6,2,356116,356202
6,2,434819,434880
27,2,486205,486283
52,2,259412,259502
35,2,537757,537835
6,2,82483,82548
35,2,82486,82547
35,2,154151,154237
6,2,41787,41834
6,2,521852,521906
24,2,140377,140439
7,2,161789,161875
6,2,180355,180431
39,2,207936,208042
56,2,341749,341843
56,2,368164,368244
7,2,29029,29116
56,2,479359,479395
7,2,174127,174229
6,2,495334,495385
35,2,495324,495379
12,2,581414,581490
54,2,195782,195810
7,2,76055,76154
56,2,89169,89191
43,2,174126,174203
7,2,509716,509822
56,2,509735,509793
56,2,362820,362897
56,2,121328,121406
7,2,156665,156770
12,2,432017,432115
43,2,362196,362281
52,2,576560,576626
7,2,92067,92165
24,2,385622,385663
46,2,335808,335917
46,2,372902,372984
23,2,46777,46874
43,2,574124,574199
43,2,579577,579653
25,2,358142,358202
12,2,303721,303785
6,2,371562,371614
12,2,99866,99993
7,2,34727,34835
21,2,291111,291123
25,2,530855,530953
7,2,539043,539139
6,2,69600,69669
27,2,587646,587710
27,2,59904,59974
31,2,199200,199277
25,2,327427,327449
25,2,327451,327522
31,2,327477,327551
27,2,390592,390708
56,2,404960,404980
24,2,197629,197739
23,2,211005,211078
24,2,233215,233292
24,2,488936,489030
39,2,43751,43818
1,2,128210,128303
31,2,500879,500920
31,2,534188,534243
31,2,571502,571547
56,2,140767,140803
56,2,560777,560861
7,2,597227,597316
13,2,45292,45369
56,2,45300,45343
43,2,74171,74237
35,2,51198,51285
35,2,55944,56016
6,2,241224,241292
6,2,330535,330606
3,2,244584,244659
23,2,337476,337598
23,2,509258,509359
39,2,509283,509337
23,2,228089,228185
21,2,17785,17863
7,2,327693,327788
56,2,449170,449217
16,2,84736,84769
13,2,439091,439158
13,2,474615,474667
51,2,275821,275867
13,2,460003,460065
35,2,180291,180372
35,2,268095,268192
56,2,352617,352691
6,2,158923,159014
52,2,67792,67912
24,2,288908,288989
5,2,560955,561009
24,2,574457,574531
3,2,120803,120853
51,2,439513,439538
51,2,555904,555957
3,2,41090,41174
43,2,62941,63033
56,2,62966,63034
56,2,153964,153998
7,2,253870,253962
43,2,326094,326155
25,2,268760,268870
6,2,12978,13081
35,2,306471,306606
12,2,541172,541203
6,2,564539,564623
12,2,63152,63218
25,2,25679,25732
21,2,106908,106958
27,2,115065,115185
31,2,40369,40414
31,2,91471,91485
31,2,112747,112792
35,2,15870,15928
6,2,514317,514374
3,2,600322,600409
23,2,89845,89920
46,2,190796,190905
23,2,38482,38564
6,2,552783,552900
24,2,552767,552855
6,2,596089,596168
23,2,596098,596191
12,2,21475,21605
21,2,537691,537832
56,2,558671,558705
13,2,204507,204577
27,2,349601,349706
13,2,545716,545798
27,2,423721,423834
24,2,440001,440057
25,2,440003,440059
31,2,555223,555263
24,2,236506,236555
3,2,239397,239484
56,2,11303,11358
12,2,464302,464394
7,2,241747,241835
13,2,13576,13671
56,2,121612,121658
13,2,342361,342457
56,2,4365,4391
56,2,69992,70040
13,2,121326,121399
27,2,306465,306559
27,2,386442,386502
27,2,474362,474460
6,2,519833,519939
6,2,551563,551656
7,2,140417,140536
35,2,161790,161879
27,2,195799,195847
23,2,432046,432120
56,2,46862,46916
23,2,99871,99967
35,2,34789,34874
21,2,197729,197778
21,2,233234,233322
7,2,488999,489099
56,2,534203,534263
56,2,337554,337610
56,2,509280,509348
23,2,327701,327758
39,2,84750,84820
13,2,180317,180407
35,2,253884,253933
13,2,306485,306553
13,2,306568,306633
23,2,63171,63268
43,2,25728,25821
56,2,40389,40459
13,2,440019,440120
43,2,440051,440153
54,2,235804,235837
1,2,507137,507180
43,2,509714,509796
54,2,603727,603773
7,2,285657,285753
56,2,527576,527607
7,2,48794,48909
7,2,236656,236767
7,2,77598,77715
52,2,236504,236610
12,2,419867,419977
52,2,576553,576643
27,2,434783,434886
56,2,55020,55078
25,2,585123,585175
51,2,107599,107617
7,2,395077,395167
27,2,547378,547457
12,2,220449,220518
7,2,261344,261430
12,2,464301,464393
13,2,342285,342348
56,2,167630,167678
56,2,402243,402298
23,2,558464,558593
13,2,386521,386607
12,2,519697,519755
13,2,533235,533333
39,2,586172,586226
56,2,174239,174281
13,2,477359,477440
52,2,178200,178270
6,2,598727,598803
23,2,598716,598799
24,2,41114,41197
24,2,41155,41271
21,2,301983,302037
7,2,363651,363749
27,2,206925,207048
7,2,215953,216042
56,2,470181,470240
13,2,39051,39124
39,2,95431,95517
13,2,236753,236829
7,2,330157,330268
13,2,577756,577859
56,2,306594,306675
1,2,357651,357705
23,2,341678,341765
13,2,179782,179864
43,2,179749,179840
21,2,21198,21271
21,2,466343,466357
56,2,604223,604264
23,2,410121,410215
39,2,410132,410183
1,2,561037,561100
23,2,287050,287142
56,2,106919,106980
39,2,365946,366026
27,2,259804,259874
51,2,164275,164312
7,2,142151,142249
43,2,435226,435308
56,2,490011,490030
25,2,532873,532966
7,2,556914,557000
56,2,556857,556939
56,2,77565,77645
56,2,167547,167572
56,2,597295,597335
56,2,600459,600531
23,2,133930,134026
56,2,49191,49255
25,2,125208,125257
56,2,372976,373039
6,2,584601,584670
56,2,172871,172930
56,2,187447,187517
23,2,422782,422908
7,2,440013,440108
7,2,578434,578534
7,2,194206,194311
7,2,21239,21338
24,2,60194,60258
56,2,250630,250696
58,2,42648,42684
21,2,5428,5494
6,2,458091,458163
21,2,601854,601897
12,2,430904,431018
52,2,234471,234572
7,2,501522,501615
56,2,539125,539175
23,2,552800,552894
51,2,574401,574482
25,2,489135,489193
43,2,517226,517300
54,2,310001,310095
56,2,287068,287119
35,2,216911,217025
56,2,355186,355271
23,2,241827,241931
12,2,306497,306597
35,2,285724,285815
23,2,395089,395199
23,2,220504,220595
23,2,261407,261524
56,2,558570,558600
7,2,41194,41312
35,2,363746,363808
23,2,21228,21360
13,2,125218,125287
23,2,440048,440132
35,2,194303,194353
35,2,42673,42765
56,2,489136,489207
27,2,310030,310127
56,2,156718,156787
56,2,51260,51316
6,2,263429,263491
35,2,194102,194266
13,2,105897,105967
7,2,151637,151719
13,2,501033,501107
13,2,470152,470219
56,2,161821,161882
7,2,232435,232517
43,2,232424,232511
12,2,410678,410753
56,2,483981,484076
54,2,164039,164113
7,2,41219,41312
23,2,189848,189946
39,2,189831,189915
39,2,115124,115218
13,2,28063,28137
56,2,483657,483704
35,2,169757,169836
23,2,226054,226141
39,2,226062,226157
39,2,361400,361478
56,2,316157,316201
39,2,262065,262156
56,2,219293,219392
13,2,505278,505360
23,2,436236,436318
39,2,273101,273163
21,2,548644,548803
6,2,471082,471186
13,2,107694,107775
23,2,116520,116614
56,2,60936,60984
6,2,604221,604227
43,2,248890,248967
43,2,339925,340011
7,2,67614,67701
51,2,439460,439501
56,2,161869,161933
56,2,303810,303869
23,2,197717,197813
23,2,600402,600520
6,2,206909,207032
56,2,88820,88892
35,2,273092,273213
12,2,96316,96400
23,2,489437,489515
21,2,411702,411771
12,2,136367,136419
43,2,420121,420209
56,2,420122,420197
35,2,261768,261793
23,2,480670,480759
56,2,401761,401873
56,2,169799,169856
13,2,363774,363849
13,2,194116,194197
23,2,410690,410745
27,2,164057,164116
35,2,41279,41346
56,2,600468,600529
56,2,236674,236683
56,2,77670,77720
43,2,450560,450637
52,2,358241,358305
56,2,469957,470030
23,2,24151,24269
7,2,571621,571705
13,2,285716,285804
13,2,77649,77741
13,2,142235,142317
35,2,520851,520962
39,2,207043,207103
7,2,349674,349762
13,2,349663,349747
56,2,349718,349750
51,2,443555,443603
39,2,358142,358214
56,2,388883,388952
56,2,330240,330285
56,2,142309,142365
23,2,562594,562683
56,2,41873,41933
6,2,201173,201219
58,2,552820,552889
7,2,588239,588337
23,2,99721,99799
56,2,77661,77717
56,2,244636,244736
35,2,571676,571707
13,2,520857,520940
52,2,552836,552951
56,2,41279,41339
56,2,372997,373051
56,2,124512,124589
35,2,428325,428449
56,2,124456,124558
13,2,37635,37695
13,2,384549,384615
56,2,194256,194320
56,2,554391,554440
56,2,228416,228448
56,2,385547,385662
56,2,58878,58927
56,2,492595,492642
13,2,571707,571799
13,2,428404,428501
56,2,410760,410873
56,2,358188,358270
0,3,55579,55610
0,3,114207,114250
0,3,151770,151812
0,3,293098,293134
0,3,395314,395353
0,3,403090,403128
0,3,459580,459611
0,3,586325,586364
3,3,72650,72673
3,3,105145,105174
3,3,112298,112324
3,3,119074,119105
3,3,165852,165875
3,3,212904,212935
3,3,213403,213430
3,3,427947,427973
4,3,111364,111390
6,3,27945,27977
6,3,79005,79036
6,3,103212,103243
6,3,141075,141108
6,3,146236,146267
6,3,239767,239806
6,3,240407,240455
6,3,277663,277707
6,3,292576,292613
6,3,333584,333629
